Superb Gutenberg Blocks;https://ru.wordpress.org/plugins/superb-blocks/;Add new awesome features to the WordPress editor with Superb Gutenberg blocks!;5†000+ активных установок;5.9.3
Quiz Cat Ч WordPress Quiz Plugin;https://ru.wordpress.org/plugins/quiz-cat/;Quiz Cat Lets You Create Beautiful Viral BuzzFeed-style Quizzes That Drive Social Shares & UserЕ;5†000+ активных установок;5.9.3
If-So Dynamic Content Personalization;https://ru.wordpress.org/plugins/if-so/;ѕерсонализируйте любое содержимое. ƒобавл€йте или замен€йте любое содержимое в зависимости от профил€ пользовател€ или егоЕ;5†000+ активных установок;5.9.3
Pricing Table Ч Price list, Price Table, Easy Pricing Table;https://ru.wordpress.org/plugins/abc-pricing-table/;“аблица цен будет очень полезна дл€ новых пользователей. “аблица цен, адаптивна€ таблица цен ѕростое ценообразование,Е;5†000+ активных установок;5.9.3
Print My Blog Ч Print, PDF, & eBook Converter WordPress Plugin;https://ru.wordpress.org/plugins/print-my-blog/;Make printing your blog easy and impressive. For you & your visitors. One post orЕ;5†000+ активных установок;6.0.0
CP Media Player Ч Audio Player and Video Player;https://ru.wordpress.org/plugins/audio-and-video-player/;CP Media Player Ч Audio and Video Player supported by major browsers, such as IE,Е;5†000+ активных установок;6.0
Contact Form Builder, Contact Widget;https://ru.wordpress.org/plugins/contact-forms-builder/;Contact Form plugin is an handy and functional tool for creating and editing different typesЕ;4†000+ активных установок;5.9.3
Contact Form Ч Custom Builder, Payment Form, and More;https://ru.wordpress.org/plugins/powr-pack/;The best 60 plugins for WP. Easy contact form plugin, social feed, popup, countdown, andЕ;4†000+ активных установок;5.8.4
Simple Newsletter Plugin Ч Noptin;https://ru.wordpress.org/plugins/newsletter-optin-box/;The fastest (multisite compatible) GDPR-compliant newsletter plugin. Collect unlimited newsletter subscribers and send them newslettersЕ;4†000+ активных установок;5.9.3
Payment forms, Buy now buttons and Invoicing System | GetPaid;https://ru.wordpress.org/plugins/invoicing/;Payments & Invoicing plugin for WordPress to quickly and easily sell online. Create buy nowЕ;4†000+ активных установок;5.9.3
Automatic YouTube Gallery;https://ru.wordpress.org/plugins/automatic-youtube-gallery/;—оздавайте динамические видеогалереи, просто добавл€€ »ћя ѕќЋ№«ќ¬ј“≈Ћя YouTube,  јЌјЋ, —ѕ»—ќ  ¬ќ—ѕ–ќ»«¬≈ƒ≈Ќ»я, —–ќ  ѕќ»— ј или настраиваемыйЕ;4†000+ активных установок;5.8.4
Organic Profile Block;https://ru.wordpress.org/plugins/organic-profile-block/;Organic Profile Block Ч это пользовательский блок дл€ редактора содержимого Gutenberg. ќн выводит карточку-профиль сЕ;4†000+ активных установок;5.7.6
Image Hover Effects Block;https://ru.wordpress.org/plugins/image-hover-effects-block/;ƒобавьте более 40 потр€сающих эффектов при наведени€ на изображени€ в редактор Gutenberg. ѕроста€ настройка заголовка,Е;4†000+ активных установок;5.9.3
YITH Slider for page builders;https://ru.wordpress.org/plugins/yith-slider-for-page-builders/;"""YITH Slider for page Builders"" добавит на ваш сайт классные блочно-ориентированные слайдеры. –аботает с редакторомЕ";4†000+ активных установок;5.8.4
Slider Hero with Animation, Video Background & Intro Maker;https://ru.wordpress.org/plugins/slider-hero/;Slider Hero is a Unique Hero Slider Plugin with Youtube Video Background, Animation Effects &Е;4†000+ активных установок;5.9.3
Album Gallery Ч WordPress Gallery;https://ru.wordpress.org/plugins/new-album-gallery/;Image Album, Photo Album, Video Album, Content Album Gallery Ч An attractive and easy toЕ;4†000+ активных установок;5.9.3
WordPress Tag Cloud Plugin Ч Tag Groups;https://ru.wordpress.org/plugins/tag-groups/;The best WordPress plugin to organize your tags and display them in highly customizable tagЕ;4†000+ активных установок;6.0.0
WordPress Email Marketing Plugin Ч WP Email Capture;https://ru.wordpress.org/plugins/wp-email-capture/;Double opt-in form for building your email list. Define landing pages to distribute your ebooksЕ;4†000+ активных установок;6.0
Appointment Booking Calendar;https://ru.wordpress.org/plugins/appointment-booking-calendar/;Appointment Booking Calendar is an appointment calendar for accepting online bookings from a set ofЕ;4†000+ активных установок;5.9.3
Algori 360 Image;https://ru.wordpress.org/plugins/360-image/;Algori 360 Image is a Gutenberg Block Plugin that enables you add interactive 360∞ imagesЕ;4†000+ активных установок;5.8.4
Modal Popup Box Ч Popup Builder;https://ru.wordpress.org/plugins/modal-popup-box/;ћодальное всплывающее окно встраивает все, что угодно: изображени€, видео YouTube, видео Vimeo, галерею изображений, альбомы,Е;3†000+ активных установок;5.9.3
WP Fusion Lite Ч Marketing Automation for WordPress;https://ru.wordpress.org/plugins/wp-fusion-lite/;WP Fusion Lite synchronizes your WordPress users with your CRM or marketing automation system.;3†000+ активных установок;5.9.3
Caxton Ч Create Pro page layouts in Gutenberg;https://ru.wordpress.org/plugins/caxton/;Caxton bring to you super useful blocks which make your Gutenberg more and more powerful.;3†000+ активных установок;5.9.3
Slider Ч Image Video Link Carousal Slideshow;https://ru.wordpress.org/plugins/media-slider/;Media Slider Ч удивительный и простой в использовании плагин слайдера дл€ WordPress. јдаптированный слайдер изображений,Е;3†000+ активных установок;5.9.3
Custom Related Posts;https://ru.wordpress.org/plugins/custom-related-posts/;Manual related posts without slowing down your website!;3†000+ активных установок;6.0
Grids: Layout builder for WordPress;https://ru.wordpress.org/plugins/grids/;The most advanced page and layout builder for Gutenberg and the new Block Editor, withЕ;3†000+ активных установок;5.9.3
Heroic Glossary;https://ru.wordpress.org/plugins/heroic-glossary/;Heroic Glossary is the easiest way to create and manage your own glossary of terms.;3†000+ активных установок;6.0
Poll Maker;https://ru.wordpress.org/plugins/poll-maker/;POLL MAKER plugin allows you to make an unlimited number of polls (choosing, rating, voting);3†000+ активных установок;5.9.3
Algori Video and Image Slider;https://ru.wordpress.org/plugins/algori-image-video-slider/;Algori Video and Image Slider is a Gutenberg Block Plugin that enables you easily addЕ;3†000+ активных установок;5.8.4
CodeMirror Blocks;https://ru.wordpress.org/plugins/wp-codemirror-block/;CodeMirror Blocks is useful for developers blog, tutorial site where display formatted (highlighted) code ofЕ;3†000+ активных установок;5.8.4
Slider Responsive Slideshow Ч Image slider, Gallery slideshow;https://ru.wordpress.org/plugins/slider-responsive-slideshow/;ѕлагин адаптивного слайдера дл€ вашего сайта WordPress.  арусель, слайдер изображений, слайдер фотографий, галере€ слайдеров.;3†000+ активных установок;5.9.3
Premium Blocks for Gutenberg;https://ru.wordpress.org/plugins/premium-blocks-for-gutenberg/;Gutenberg blocks that will help you build amazing pages with the new WordPress Gutenberg editor.;3†000+ активных установок;5.9.3
KaTeX;https://ru.wordpress.org/plugins/katex/;»спользуйте быстрейшую математическую библиотеку дл€ набора формул на вашем сайте.;3†000+ активных установок;5.8.4
CP Contact Form with PayPal;https://ru.wordpress.org/plugins/cp-contact-form-with-paypal/;PayPal integration for contact forms, payment forms, order forms. Adds a contact form and connectЕ;2†000+ активных установок;6.0
Gutenberg Block for WooCommerce Product Table;https://ru.wordpress.org/plugins/block-for-woo-product-table/;A WordPress editor block which implements the options found in the WooCommerce Product Table shortcode;2†000+ активных установок;6.0
WordPress CRM, Email & Marketing Automation for WordPress | Award Winner Ч Groundhogg;https://ru.wordpress.org/plugins/groundhogg/;The best WordPress CRM & Marketing Automation plugin. Create funnels, email campaigns, newsletters, marketing automation,Е;2†000+ активных установок;5.9.3
Di Blocks Ч Awesome WordPress Blocks for Gutenberg Editor;https://ru.wordpress.org/plugins/di-blocks/;Di Blocks plugin is a collection of awesome blocks for Gutenberg Editor.;2†000+ активных установок;5.6.8
Animated Live Wall Ч Social Feed Ч Gallery;https://ru.wordpress.org/plugins/animated-live-wall/;≈сли вы хотите показать свои работы или ленту Instagram и Flickr с великолепно выгл€д€щей анимированнойЕ;2†000+ активных установок;5.9.3
Stripe Payment Form Plugin for WordPress Ч WPPayForm;https://ru.wordpress.org/plugins/wp-payment-form/;Simply Accept Payments in WordPress with Stripe (PayPal, Mollie, Razorpay, paystack also supported). Increase yourЕ;2†000+ активных установок;5.8.4
Zedity Ч The Layout-Free Content Editor;https://ru.wordpress.org/plugins/zedity/;From simple collages to complex infographics, Zedity makes it easy to add multimedia content toЕ;2†000+ активных установок;5.9.3
Elegant Blocks Ч Amazing Gutenberg Blocks;https://ru.wordpress.org/plugins/elegant-blocks/;A collection of beautiful and ready-to-use blocks for the new WordPress editor;2†000+ активных установок;5.3.12
Booking Calendar Ч Appointment booking for WordPress;https://ru.wordpress.org/plugins/calendar-booking/;The best booking calendar plugin for WordPress. Appointment booking directly from your WordPress website.;2†000+ активных установок;5.9.3
WP Smart Editor;https://ru.wordpress.org/plugins/wp-smart-editor/;WP Smart Editor offers a custom experience with editor profiles and time saving tools for:Е;2†000+ активных установок;4.9.20
Video Gallery Ч YouTube and Vimeo, Link Gallery;https://ru.wordpress.org/plugins/new-video-gallery/;¬идеогалере€ Vimeo/YouTube. ѕлагин позвол€ет создавать галереи YouTube и Vimeo.;2†000+ активных установок;5.9.3
WP eBay Product Feeds;https://ru.wordpress.org/plugins/ebay-feeds-for-wordpress/;Display feeds of eBay Products from eBay Partner Network on your site.;1†000+ активных установок;6.0
Paypal Donation Block;https://ru.wordpress.org/plugins/donations-block/;—оздавайте кнопки пожертвований PayPal, такие какие желаете, легко.;1†000+ активных установок;5.9.3
MAZ Loader Ц Preloader Builder for WordPress;https://ru.wordpress.org/plugins/maz-loader/;The best WordPress Preloader plugin. Create beautiful Preloaders and makes your visitors a delight toЕ;1†000+ активных установок;5.9.3
Advanced Bootstrap Blocks;https://ru.wordpress.org/plugins/advanced-bootstrap-blocks/;Build responsive Bootstrap 4 layouts inside the Gutenberg editor.;1†000+ активных установок;5.9.3
Avatar Privacy;https://ru.wordpress.org/plugins/avatar-privacy/;ѕовысьте конфиденциальность ваших пользователей и посетителей с помощью граватара и локальных аватаров.;1†000+ активных установок;5.9.3
Product Slider Block for WooCommerce;https://ru.wordpress.org/plugins/woo-product-slider-block/;Simple slider that slides your woocommerce Products;1†000+ активных установок;5.2.15
Infobox;https://ru.wordpress.org/plugins/infobox/;Deliver your content beautifully to grab attention with an animated Infobox block.;1†000+ активных установок;5.9.3
Countdown Block;https://ru.wordpress.org/plugins/wp-countdown-block/;Create a fear of missing out or urgency on your site or build a comingЕ;1†000+ активных установок;5.8.0
Animated Blocks on Scroll;https://ru.wordpress.org/plugins/animated-blocks/;Add scroll based animations to WordPress Gutenberg blocks.;1†000+ активных установок;5.9.3
Gosign Ч Masonry Post Block;https://ru.wordpress.org/plugins/gosign-masonry-post-block/;This plugins contains masonry posts blocks which will allows you to show your wordpress postsЕ;1†000+ активных установок;6.0
BigCommerce For WordPress;https://ru.wordpress.org/plugins/bigcommerce/;Scale your ecommerce business with WordPress on the front-end and BigCommerce on the back end.Е;1†000+ активных установок;5.9.3
Syntax-highlighting Code Block (with Server-side Rendering);https://ru.wordpress.org/plugins/syntax-highlighting-code-block/;Extending the Code block with syntax highlighting rendered on the server, thus being AMP-compatible andЕ;1†000+ активных установок;6.0
WP Time Slots Booking Form;https://ru.wordpress.org/plugins/wp-time-slots-booking-form/;WP Time Slots Booking Form creates booking forms for booking time slots into the calendarЕ;1†000+ активных установок;5.9.3
Gosign Ч Gallery box Block;https://ru.wordpress.org/plugins/gosign-gallery-box-block/;Ѕлок дл€ создани€ галереи в редакторе блоков, опционально поддерживает предпросмотр изображений в Lightbox, Lightbox, быстроеЕ;1†000+ активных установок;6.0
Email Marketing by EmailOctopus;https://ru.wordpress.org/plugins/emailoctopus/;"Email marketing widget; build beautiful forms and easily add subscribers to an EmailOctopus list. FullyЕ";1†000+ активных установок;5.6.8
Event Management Tickets Booking By Event Monster;https://ru.wordpress.org/plugins/event-monster/;Event Mangement Plugin For WordPress, создание меропри€тий, управление бронировани€ми, управление билетами, спонсоры, красивый дизайн интерфейса,Е;1†000+ активных установок;5.9.3
Aino Blocks;https://ru.wordpress.org/plugins/aino-blocks/;A block collection to build creative WordPress websites in the Gutenberg editor.;1†000+ активных установок;5.9.3
TWST Login Block;https://ru.wordpress.org/plugins/twst-login-block/;Easily insert a log in block into your post.;1†000+ активных установок;5.5.9
Magical Blocks Ц Premium Gutenberg Blocks;https://ru.wordpress.org/plugins/magical-blocks/;Create or add elements to your website with the magical way!!;1†000+ активных установок;5.8.4
Algori Social Share Buttons;https://ru.wordpress.org/plugins/social-share-buttons-lite/;Algori Social Share Buttons is a Gutenberg Block Plugin that enables you add Social MediaЕ;1†000+ активных установок;5.8.4
Form Builder CP;https://ru.wordpress.org/plugins/cp-easy-form-builder/;Form Builder CP is a contact form plugin for creating contact forms with a visualЕ;1†000+ активных установок;5.9.3
Booking Calendar Contact Form;https://ru.wordpress.org/plugins/booking-calendar-contact-form/;Booking calendar form w/ start and end date or a single date. Booking for house,Е;1†000+ активных установок;6.0
Responsive Gutenberg Blocks Library;https://ru.wordpress.org/plugins/responsive-block-editor-addons/;40+ creative blocks to create rich content layouts in the Gutenberg editor. Use professional starterЕ;1†000+ активных установок;5.9.3
Sponsors Carousel;https://ru.wordpress.org/plugins/sponsors-carousel/;This plugin displays thumbnail images or banners in a carousel using jQuery jCarousel.;1†000+ активных установок;5.0.16
Kona Gallery Block;https://ru.wordpress.org/plugins/kona-instagram-feed-for-gutenberg/;Easily and instantly preview your instagram feed live within the new editor experience. Adjust settingsЕ;1†000+ активных установок;5.4.10
Responsive iframe;https://ru.wordpress.org/plugins/responsive-iframe/;Lets you place Iframes into your posts that will resize dynamically to maintain the sameЕ;900+ активных установок;5.8.4
Gosign Ч Posts Slider Block;https://ru.wordpress.org/plugins/gosign-posts-slider-block/;This plugin enables you to show posts as Slider. This plugin is compatible with Gutenberg.;900+ активных установок;6.0
Social Media Feed;https://ru.wordpress.org/plugins/wp-instagram-feed-awplife/;ѕлагин Social Media Feed Ч это легкий и красивый плагин, который поможет вам отображать фотоальбомЕ;900+ активных установок;5.5.9
OtFm Gutenberg Spoiler Ч (or FAQ) collapse block;https://ru.wordpress.org/plugins/otfm-gutenberg-spoiler/;ѕлагин предоставл€ет 2 типа спойлеров дл€ редактора блоков. Ќужен FAQ или спойлер?;800+ активных установок;5.8.4
Blocks for Eventbrite;https://ru.wordpress.org/plugins/blocks-for-eventbrite/;Gutenberg blocks that display eventbrite events.;800+ активных установок;5.9.3
Lorem Ipsum Block Ч Placeholders for everyone;https://ru.wordpress.org/plugins/lorem-ipsum-block/;Rapidly prototype your posts and pages with lorem ipsum paragraphs and headings.;800+ активных установок;5.4.0
Easy Maps Block;https://ru.wordpress.org/plugins/easy-maps-block/;Insert a Google Map into the Gutenberg editor.;800+ активных установок;5.9.3
Elfsight Blocks;https://ru.wordpress.org/plugins/elfsight-blocks/;Custom Gutenberg Blocks to embed the Elfsight Widgets.;800+ активных установок;5.3.12
GamiPress Ч Youtube integration;https://ru.wordpress.org/plugins/gamipress-youtube-integration/;Connect GamiPress with Youtube;700+ активных установок;6.0
MathML Block;https://ru.wordpress.org/plugins/mathml-block/;Ѕлок MathML дл€ редактора блоков WordPress (Gutenberg).;700+ активных установок;5.8.4
WE Blocks Ч Image, Testimonial And Logo	Slider Gutenberg Blocks;https://ru.wordpress.org/plugins/we-blocks/;The WE Blocks plugin is great combo of slider blocks. It includes Posts slider, ImageЕ;700+ активных установок;5.8.4
Mighty Pros & Cons;https://ru.wordpress.org/plugins/mighty-pros-cons/;Mighty Pros and Cons is a Gutenberg block which allows you to create highly responsiveЕ;700+ активных установок;5.3.12
Music Store Ч WordPress eCommerce;https://ru.wordpress.org/plugins/music-store/;Music Store Ч WordPress ecommerce is an online store for selling audio files: music, speeches,Е;700+ активных установок;6.0
Simple Code Block;https://ru.wordpress.org/plugins/simple-code-block/;ѕростой блок дл€ вставки кода в Gutenberg.;600+ активных установок;5.3.12
Timeline Blocks for Gutenberg;https://ru.wordpress.org/plugins/timeline-blocks/;A beautiful timeline layout block to showcase your posts in timeline presentation.;600+ активных установок;5.7.6
Algori 360 Video;https://ru.wordpress.org/plugins/360-video/;Algori 360 Video is a Gutenberg Block Plugin that enables you add interactive 360∞ videosЕ;600+ активных установок;5.8.4
FAQ Block For Gutenberg;https://ru.wordpress.org/plugins/faq-block-for-gutenberg/;Ётот плагин обеспечивает быстрый и простой способ добавить блок FAQ с помощью визуального редактора Gutenberg.;600+ активных установок;5.9.3
Toolbelt;https://ru.wordpress.org/plugins/wp-toolbelt/;Fast, privacy focused, utilities to improve your website. Includes a Markdown block, spam protection, relatedЕ;600+ активных установок;6.0
Poll, Survey, Questionnaire and Voting system;https://ru.wordpress.org/plugins/polls-widget/;Poll, Survey, Questionnaire and Voting system is a wonderful tool for creating polls and surveyЕ;600+ активных установок;5.9.3
elink Ч Embed Content;https://ru.wordpress.org/plugins/elink-embed-content/;elink Embed WordPress Plugin. Create and Embed press pages, product pages, resource pages, news feeds.Е;600+ активных установок;5.5.9
Photo Gallery by Ays Ч Responsive Image Gallery;https://ru.wordpress.org/plugins/gallery-photo-gallery/;Photo Gallery is a cool responsive image gallery plugin with beautiful views;600+ активных установок;5.9.3
Call To Action Customizable Block;https://ru.wordpress.org/plugins/call-to-action-customizable-block/;Call To Action Customizable Gutenberg Block.;600+ активных установок;5.3.12
Insert Giphy Block;https://ru.wordpress.org/plugins/insert-giphy-block/;Search and insert a Giphy directly from your Gutenberg editor.;600+ активных установок;5.3.12
Gutenberg Blocks Ч ACF Blocks Suite;https://ru.wordpress.org/plugins/acf-blocks/;Supercharge your Gutenberg editor with high-quality creative Gutenberg Blocks. Ready-to-use ACF Blocks!;600+ активных установок;5.9.3
New Posts Block;https://ru.wordpress.org/plugins/new-posts-block/;Add a block to display a list of latest posts.;600+ активных установок;5.4.10
Slides & Presentations;https://ru.wordpress.org/plugins/slide/;Allows you to create presentations with the WordPress block editor.;600+ активных установок;5.3.12
RSVPMaker;https://ru.wordpress.org/plugins/rsvpmaker/;Schedule events, send invitations, track RSVPs, and collect payment via PayPal or Stripe.;600+ активных установок;6.0
Image Gallery Block;https://ru.wordpress.org/plugins/image-gallery-block/;ѕроизведите впечатление на свою аудиторию красивой галереей изображений с лайтбоксами.;500+ активных установок;5.9.3
FAQ Builder AYS;https://ru.wordpress.org/plugins/faq-builder-ays/;Create FAQs and accordions for your WP website without effort with FAQ Builder. Has GutenbergЕ;500+ активных установок;5.9.3
MyTicket Events;https://ru.wordpress.org/plugins/myticket-events/;A beautiful and easy customizable set of Gutenberg blocks to list events, create calendars andЕ;500+ активных установок;5.8.4
Simple Definition List Blocks;https://ru.wordpress.org/plugins/simple-definition-list-blocks/;A simple definition list.;500+ активных установок;5.8.4
myCred Ч Gutenberg Blocks;https://ru.wordpress.org/plugins/mycred-blocks/;myCred Gutenberg plugin which allows admin to add myCred shortcode with Gutenberg blocks. Admin canЕ;500+ активных установок;5.8.4
A no-code page builder for beautiful performance-based content;https://ru.wordpress.org/plugins/setka-editor/;A†WordPress plugin to†design beautiful performance-based content. Rated as†a†Top-10 solution for Content Experience and Content CreationЕ;500+ активных установок;5.9.3
Post Layouts for Gutenberg;https://ru.wordpress.org/plugins/post-layouts/;A beautiful post layouts block to showcase your posts in grid and list layout withЕ;500+ активных установок;5.9.3
Countdown and CountUp, WooCommerce Sales Timer;https://ru.wordpress.org/plugins/countdown-wpdevart-extended/;WordPress Countdown and CountUp, WooCommerce Sales Timer plugin is a great tool. You can easilyЕ;500+ активных установок;5.9.3
GamiPress Ч Vimeo integration;https://ru.wordpress.org/plugins/gamipress-vimeo-integration/;Connect GamiPress with Vimeo;500+ активных установок;6.0
WP Munich Blocks Ч Gutenberg Blocks for WordPress;https://ru.wordpress.org/plugins/wp-munich-blocks/;Create amazing content with the new WordPress block editor and the WP Munich blocks.;500+ активных установок;5.6.8
Animate Blocks;https://ru.wordpress.org/plugins/animate-blocks/;Animate Gutenberg blocks plugin for WordPress.;500+ активных установок;5.1.13
Magic Block;https://ru.wordpress.org/plugins/magic-block/;Registers a container block. It has settings for element, ID, classname, style, and any otherЕ;400+ активных установок;5.7.6
FAQ Block;https://ru.wordpress.org/plugins/faq-block/;ќчень простой и пон€тный блок Gutenberg дл€ FAQ (часто задаваемые вопросы).;400+ активных установок;5.9.3
Easy Digital Downloads Ч Blocks;https://ru.wordpress.org/plugins/edd-blocks/;"EDD Blocks adds a ""Downloads"" block to the new WordPress editor, also known as Gutenberg.";400+ активных установок;5.4.10
WordPress Post Grid Layouts with Pagination Ч Sogrid;https://ru.wordpress.org/plugins/sogrid/;10 Wordpress post grid layouts to create beautiful blog homepage and/or to show articles onЕ;400+ активных установок;5.7.6
Enhanced Blocks Ч Page Builder Blocks for Gutenberg;https://ru.wordpress.org/plugins/enhanced-blocks/;Build responsive websites using the latest Gutenberg editor blocks. Enhanced Blocks is the first everЕ;400+ активных установок;5.2.15
List Last Changes;https://ru.wordpress.org/plugins/list-last-changes/;ќтображение списка последних изменений на WordPress-сайте.;400+ активных установок;6.0
Gosign Ч ReadMore Toggle Text Block;https://ru.wordpress.org/plugins/gosign-readmore-toggle-text-block/;Create Read More Toggle Text Block block with Latest Wordpress Gutenberg options and configurations.;400+ активных установок;6.0
p5.js Block;https://ru.wordpress.org/plugins/wp-p5js-block/;«апускайте p5.js на своЄм сайте WordPress через блок Gutenberg.;400+ активных установок;5.3.12
Nelio Compare Images;https://ru.wordpress.org/plugins/nelio-compare-images/;Simple and elegant Gutenberg block to compare two images side by side.;400+ активных установок;5.9.3
Sell Downloads;https://ru.wordpress.org/plugins/sell-downloads/;Sell Downloads is an WordPress eCommerce for selling downloadable files: audio, video, documents, pictures allЕ;400+ активных установок;6.0
Ѕлок-редактор дл€ ManyChat;https://ru.wordpress.org/plugins/block-editor-for-manychat/;Ћегко добавл€йте виджеты ManyChat на свой сайт;300+ активных установок;5.5.9
Custom Call To Action block Plugin;https://ru.wordpress.org/plugins/custom-call-to-action-block/;Custom Call To Action Gutenberg Block.;300+ активных установок;5.7.6
Call to Action Block Ч WPPOOL;https://ru.wordpress.org/plugins/call-to-action-block-wppool/;Call to Action Gutenberg Block;300+ активных установок;5.8.4
SV Block for Twitch;https://ru.wordpress.org/plugins/sv-twitch/;Display Twitch streams with this Gutenberg block. Team Developed and maintenanced by straightvisions GmbH;300+ активных установок;5.8.4
Gosign Ч Advanced Separator Block;https://ru.wordpress.org/plugins/gosign-advanced-separator-block/;This plugin enables you to add custom border, spaces, styling borders with icons there positioning,Е;300+ активных установок;6.0
Animation Block;https://ru.wordpress.org/plugins/animation-block/;Use the power of animate.css to animate Gutenberg blocks as they enter the viewport.;300+ активных установок;5.2.15
Event Block;https://ru.wordpress.org/plugins/event/;Quickly create simple event cards and invitations;300+ активных установок;5.6.8
MetaTrader Web Terminal;https://ru.wordpress.org/plugins/metatrader-web-terminal/;MetaTrader Web Terminal plugin for WordPress websites;300+ активных установок;5.8.4
Deligent Ч Variable Column Blocks;https://ru.wordpress.org/plugins/deligent-variable-block-width/;The plugin facilitates the user can add the progress counter block.;300+ активных установок;5.1.13
Easy restaurant menu upload;https://ru.wordpress.org/plugins/easy-pdf-restaurant-menu-upload/;Manage your food menus online in minutes. Very employee friendly. With a user role forЕ;300+ активных установок;5.9.3
Simple Cookie Control;https://ru.wordpress.org/plugins/simple-cookie-control/;A simple banner to inform users that your site uses cookies and blocks them untilЕ;300+ активных установок;5.3.12
Gutenberg Blocks and Page Layouts Ч Attire Blocks;https://ru.wordpress.org/plugins/attire-blocks/;Attire Blocks is a collection of beautifully designed, highly customisable gutenberg UI blocks and ready-madeЕ;300+ активных установок;5.9.3
Countdown Timer for WordPress Block Editor;https://ru.wordpress.org/plugins/countdown-timer-block/;Add a Flip Countdown Timer for your Wordpress block editor(Gutenberg).;300+ активных установок;5.8.4
HayyaBuild Ч The Most Advanced Gutenberg Blocks;https://ru.wordpress.org/plugins/hayyabuild/;Most advanced Gutenberg blocks, header footer builder, template parts builder, layouts builder.;300+ активных установок;5.9.3
Simple Alert Blocks;https://ru.wordpress.org/plugins/simple-alert-blocks/;—оздание простых предупреждений дл€ нового редактора блоков WordPress.;300+ активных установок;5.6.8
Schedule Content Block;https://ru.wordpress.org/plugins/schedule-content-block/;shows or hides contents depending on a specific date and time;200+ активных установок;5.8.4
A/B Testing for WordPress;https://ru.wordpress.org/plugins/ab-testing-for-wp/;Easiest way to create split tests on your WordPress sites, right from the content editor!;200+ активных установок;5.4.10
Details Summary Block;https://ru.wordpress.org/plugins/details-summary-block/;Ётот плагин предоставл€ет простой блок дл€ HTML-элемента Ђ.;200+ активных установок;5.4.10
Polls CP;https://ru.wordpress.org/plugins/cp-polls/;Create classic polls and advanced polls with dependant questions.;200+ активных установок;5.9.3
Create custom forms for WordPress with a smart form plugin for smart businesses Ч Form builder for WordPress;https://ru.wordpress.org/plugins/abcsubmit/;Easy to use form builder. Create contact forms, order forms, payment forms, consent form, requestЕ;200+ активных установок;5.9.3
Gosign Ч Simple Teaser Block;https://ru.wordpress.org/plugins/gosign-simple-teaser-block/;This plugins contains a simple teaser block with heading, image, text and a link andЕ;200+ активных установок;5.8.4
Multipurpose Gutenberg Block;https://ru.wordpress.org/plugins/multipurpose-block/;Single block containing multiple elements, It will enhance your website visibility and your needs. WithЕ;200+ активных установок;5.9.3
Tumbili: Mailchimp Signup for Gutenberg;https://ru.wordpress.org/plugins/tumbili-mailchimp-feed-for-gutenberg/;Easily and instantly preview your mailchimp feed live within the new editor experience. Adjust settingsЕ;200+ активных установок;5.4.10
Hot Blocks;https://ru.wordpress.org/plugins/hot-blocks/;A collection of several blocks for new WordPress editor (Gutenberg).;200+ активных установок;5.9.3
Recent Posts block;https://ru.wordpress.org/plugins/recent-posts-block/;Gutenberg Recent Posts.;200+ активных установок;5.4.10
Melonpan Block Ч Container;https://ru.wordpress.org/plugins/melonpan-block-container/;Block that provides a container, with styling features, which can have other blocks nested.;200+ активных установок;5.3.12
Card Block;https://ru.wordpress.org/plugins/card-block/;ѕлагин облегчает пользователю добавление блока-карточки.;200+ активных установок;5.2.15
Bokez Ч WordPress 5 Blocks;https://ru.wordpress.org/plugins/bokez-awesome-gutenberg-blocks/;Build a beautiful website in minutes with best 15 essential Wordpress blocks. Customizable and superЕ;200+ активных установок;5.3.0
Guteblock Ч Ultimate Gutenberg Blocks Plugin;https://ru.wordpress.org/plugins/guteblock/;Guteblock is an exquisite collection of blocks redefining the use of Gutenberg (the brand-new WordPressЕ;200+ активных установок;5.4.10
Advanced Posts Blocks;https://ru.wordpress.org/plugins/advanced-posts-blocks/;Create Blocks filtered by any post type and any categories, tags or custom taxonomy terms.;200+ активных установок;5.9.3
Cosmic Blocks (40+) Content Editor Blocks Collection;https://ru.wordpress.org/plugins/cosmic-blocks/;Blocks collection of 40+ customizable WordPress 5.0 gutenberg content blocks for the new content blockЕ;200+ активных установок;5.9.3
NHS Blocks;https://ru.wordpress.org/plugins/nhsblocks/;NHS styled blocks for WordPress as developed by the NHS Leadership Academy based on theЕ;100+ активных установок;5.7.6
Shortcode Preview Block;https://ru.wordpress.org/plugins/shortcode-with-preview-block/;Shows preview of any shortcode on editor side. It renders shortcode in the editor sideЕ;100+ активных установок;5.5.9
Listicles by LezWatch.TV;https://ru.wordpress.org/plugins/listicles/;Create beautiful listicle blocks.;100+ активных установок;6.0
LSX Blocks;https://ru.wordpress.org/plugins/lsx-blocks/;This plugin extends the LSX Theme to support the latest block editor features.;100+ активных установок;5.9.3
Block-a-saurus;https://ru.wordpress.org/plugins/block-a-saurus/;Block-a-saurus is a Gutenberg block that lets users play the jumping T-rex game right withinЕ;100+ активных установок;5.5.9
Gosign Ч Accordion Slider Block;https://ru.wordpress.org/plugins/gosign-accordion-slider-block/;Create Accordion Slider with Latest Wordpress Gutenberg, optional Lightbox for images preview.;100+ активных установок;5.8.4
